17.666,-11.978
0.51397,-0.08536
-1.0491,0.64202
-0.1351,-1.463
6.3973,-19.573
1.4436,-1.0304
1.592,-1.3343
23.346,2.2139
0.44143,-1.1359
-1.9716,-0.5205
18.284,-15.198
14.527,19.084
-23.792,4.2171
-0.94759,-0.79172
21.416,-1.8502
1.6407,24.255
15.265,-18.841
-2.3678,23.505
2.2992,0.73431
-5.0416,-19.753
19.499,-15.51
-0.85356,2.0963
-1.0319,-1.408
6.666,23.98
-1.0975,-0.7636
15.859,14.36
22.909,-1.3216
1.2875,-0.035957
0.03214,-2.0133
-21.893,8.3645
-0.46967,-2.444
-0.078884,1.1683
-0.17355,-0.42197
-20.444,8.0507
0.23399,1.3336
19.559,-9.0985
-0.94463,-0.024403
-7.6143,22.493
-1.3986,-22.665
2.1319,-0.37745
-0.23454,1.5143
-0.23414,0.031814
-19.186,10.614
18.892,9.8812
20.445,-4.3719
2.1523,-0.96482
-0.12641,-0.58975
22.561,2.0059
-20.118,14.403
-2.6655,21.933
-0.72374,1.1244
-2.1205,-0.0058843
-2.088,-0.2128
-16.401,14.025
24.41,3.0202
-0.59815,0.75608
0.6301,1.9744
15.88,13.658
-21.631,-5.0984
-22.777,1.3386
0.21372,2.2821
-22.862,-1.5041
0.093655,1.5456
-21.516,-11.448
-3.4189,23.613
10.342,-20.922
-19.297,8.0047
0.21693,-0.4067
13.076,18.746
14.451,14.289
-0.31798,-0.74189
1.8302,-0.34636
20.946,1.1759
0.57713,-22.029
-21.082,7.116
-17.476,-10.197
-1.0048,1.0294
-1.0851,1.4262
-18.606,-13.712
-1.117,1.6692
2.1509,-0.43156
-17.638,-15.886
-0.11348,-2.3864
15.546,14.585
0.52116,0.5405
-22.722,8.293
10.573,20.336
-0.44924,-0.53303
5.6349e-05,-20.17
1.635,-20.571
-22.269,1.1409
19.609,-8.5441
0.74469,0.60643
1.0821,1.3136
-0.25691,1.0991
-1.7307,-0.4993
0.28978,0.53909
11.007,19.343
-20.6,-5.9915
1.6563,-0.10302
-0.9845,0.25004
1.0828,1.3093
-15.016,-19.006
0.39156,1.9832
-0.71924,-1.7836
-12.477,18.251
-15.81,-16.449
-0.2621,0.31729
18.768,8.9916
13.488,17.293
-1.5724,1.4136
-1.6129,0.86515
-5.1869,-21.923
8.6086,18.742
22.945,-6.8327
-0.22048,1.7152
1.7769,-1.4822
-23.601,-0.50888
-1.0891,-1.0648
-1.4973,0.9284
-1.1235,2.0305
17.486,-12.687
23.118,4.3517
23.211,-0.64221
-1.994,-1.1096
0.98734,-1.8484
-1.4907,20.105
-1.5709,1.7877
0.23445,-2.0152
-8.9309,-22.507
0.48964,0.24193
17.856,-14.955
21.767,9.642
2.0136,1.2486
0.4837,0.31149
-0.80121,-20.452
-5.5482,-22.385
-0.43406,1.8949
-1.9248,-0.1905
1.1042,-0.052347
1.5554,0.21353
19.63,6.9605
1.7959,-1.2436
-22.54,-6.7419
16.51,13.993
0.14792,-0.82282
16.136,-16.047
-1.5221,-0.30964
1.8698,0.88935
-15.236,17.66
-17.323,-12.59
21.548,-1.646
-19.661,13.264
-0.51433,-1.6332
-21.662,-8.2643
2.0622,-0.39883
14.069,16.063
15.486,13.924
-4.1685,23.479
-1.9488,1.5617
0.96294,1.9549
-0.92542,-1.8665
-0.48192,1.5791
1.6453,1.5108
-18.986,10.919
-15.778,14.999
0.88003,0.83591
0.71185,0.090426
0.5327,0.39206
20.276,-10.278
2.3341,0.18837
-18.459,-8.3741
-10.708,20.539
-1.4854,1.5605
1.9501,-1.5067
-1.2546,0.36022
-8.7592,19.047
-9.5583,19.491
18.803,15.002
-21.962,2.8972
-5.4944,-20.088
-0.92161,0.87498
-23.437,-3.295
-0.54382,-1.8291
10.371,-20.165
-1.2958,0.16965
0.25781,1.8084
20.651,-11.406
-0.56337,-2.1649
19.855,6.7808
-1.4546,0.72123
21.574,-3.3553
1.0087,0.28872
0.51217,1.7931
-2.2364,0.35215
0.90699,-0.27341
8.8242,-22.456
-2.3504,0.43701
0.21545,-1.0615
-19.463,-13.791
-0.021552,0.41345
-12.877,-16.132
-2.1813,0.57184
-1.1521,-1.3299
0.38535,1.8625
20.851,-3.9354
8.7809,-20.25
-0.17325,2.0276
-7.1034,-19.685
-0.13618,-0.035195
16.736,17.055
16.554,13.384
-10.457,22.445
20.807,-13.268
-0.76263,-23.259
-0.21232,0.35609
1.8607,-1.5735
7.6941,23.66
23.841,-1.953
0.75533,-0.033005
17.158,15.724
0.090159,0.17722
7.1932,20.267
-5.6468,-22.114
17.727,-17.538
0.22148,0.36524
8.525,23.223
2.461,-0.014825
-0.13157,-0.058213
-0.041141,2.0636
0.61384,1.2512
2.0937,0.58591
-0.55255,0.88019
1.0227,-0.35886
18.687,14.541
0.40729,0.905
3.2152,-20.848
-0.39324,-1.9763
20.209,-5.6702
0.073828,1.948
-1.4528,1.5398
1.6062,0.41928
1.5006,0.65299
-0.92164,1.292
-2.2503,0.71952
1.0622,1.4416
8.482,-20.32
-0.91074,0.95859
8.5248,-20.577
-13.181,19.059
-19.179,7.0317
-1.8754,-0.23856
-23.289,3.4986
2.7466,23.777
-1.2407,-0.49303
-19.695,-8.2503
-23.943,4.9694
-13.192,15.086
1.8277,-21.364
-0.92713,-1.7028
22.22,4.3063
0.95689,1.744
-4.8824,-22.256
-2.4227,0.6031
16.109,13.297
0.51263,1.8767
-1.4199,-1.1909
20.313,-6.1916
12.915,16.703
-9.6487,-17.635
1.7824,-0.58619
0.51869,-2.1706
17.101,-15.77
-1.5176,0.6695
10.958,-20.34
2.3314,-24.455
-1.1916,0.6835
-21.544,2.2899
-21.772,-5.6583
-12.888,-18.265
-2.2137,-0.75272
-1.7195,0.40818
-8.4846,-20.617
-16.943,11.15
-1.3847,-1.222
-1.1734,-1.2981
0.52614,2.3761
0.4111,-1.2143
0.28844,2.1687
-0.44479,-1.7932
11.052,-20.713
21.61,3.5599
23.781,6.084
0.34648,-0.33586
-19.413,-5.7366
20.762,-13.756
-1.7753,1.5151
-1.4162,0.76162
1.9307,0.92263
6.6924,23.002
1.3747,-0.039127
1.9639,-1.1909
16.429,-15.059
-1.1999,-2.0922
-15.261,17.979
-1.7994,0.084508
-0.24371,-0.31302
2.0167,0.23394
-1.1343,-1.8734
-1.1736,-0.087301
0.05574,-2.0275
-6.8205,19.287
6.3684,20.07
-0.46939,0.74734
-1.0547,-1.553
-1.9186,-0.50667
0.23163,-21.677
0.43124,1.7971
1.4747,1.8559
16.964,-16.661
0.0010272,1.3381
8.0592,-20.461
-0.71043,-0.47507
-13.989,-19.613
4.8838,21.858
0.76705,-1.683
0.068116,22.664
10.45,-22.275
-2.1524,-0.77877
1.2054,-0.78531
-0.72631,-1.7517
20.287,-6.8852
